cip6,soc6,naics6
52.0201,21-Nov,236220
44.0701,22-Nov,325620
27.0101,43-3031,238290
52.0201,21-Nov,236220
52.0301,Nov-41,531210
52.1201,43-9021,541511
52.0101,43-4051,522310
52.1401,13-1071,325620
NA,25-3097,611691
42.0101,21-1018,621330
42.0101,Nov-98,NA
52.0803,51-6052,448110
NA,99-9999,NA
52.0201,Nov-98,813211
24.0101,53-7065,423220
52.1101,31-9092,NA
27.0101,99-9999,325620
13.0101,13-1198,561920
52.2001,47-1011,236220
52.0201,41-2031,325620
52.0301,13-2011,541219
11.0701,99-9999,NA
NA,21-Nov,NA
52.0101,Nov-41,523110
45.1101,43-4131,522310
14.1901,15-1244,541990
NA,47-2031,325620
42.0101,13-1031,NA
NA,29-2034,621111
50.0301,41-3031,524210
NA,15-1245,325620
42.0101,29-2053,621330
NA,Nov-98,336390
11.0701,15-1256,NA
9.0102,41-3091,541810
11.0701,99-9999,NA
52.0101,43-6011,541211
43.0102,43-4051,NA
30,11-1011,811191
44.0501,43-1011,443142
23.1302,13-1151,325620
50.0701,17-2112,541511
9.01,27-3031,541810
1.0901,35-3031,722511
52.1401,13-1071,NA
54.0101,13-1111,NA
52.0801,43-3031,541219
9.01,Nov-31,541810
NA,41-2021,NA
52.0301,99-9999,541211
9.0903,21-Nov,541214
11.0701,13-1111,NA
NA,15-1232,511210
NA,43-1011,524291
52.0801,99-9999,524210
NA,99-9999,541690
23.0101,43-6014,NA
14.1901,13-1198,512110
45.0901,43-4051,NA
52.0201,41-2031,325620
26.0101,25-3097,611691
52.0201,17-2199,236115
13.0101,43-1011,NA
13.0101,41-2031,325620
NA,15-1245,541511
19.0701,21-1018,621330
52.0201,13-1111,541519
NA,15-1244,325620
14.1901,15-1256,326199
1.0901,41-3091,424610
14.0901,15-1232,NA
52.0203,99-9999,NA
14.0101,17-2199,236115
52.0101,43-4131,522310
11.0701,99-9999,541512
NA,41-2031,325620
24.0102,29-2053,621330
4.0201,21-Nov,236115
19.0701,31-9092,621498
14.0901,15-1256,NA
50.0409,27-1029,541618
9.0401,27-3031,722513
52.0201,43-4051,NA
52.0201,15-1299,333314
26.1501,29-2098,NA
4.0201,17-1011,NA
52.1001,27-3042,443142
26.0101,Nov-31,713940
19.0701,13-1071,NA
27.0101,99-9999,NA
52.0801,13-2098,522310
NA,49-3031,447110
52.1902,13-1161,541618
26.0101,13-2041,522310
50.0409,21-Nov,424210
23.1302,35-3011,722511
52.1401,43-4051,523110
43.01,13-1028,551112
13.0101,15-1211,621498
5.0107,13-1071,NA
52.1401,15-1211,NA
9.0903,13-1028,541830
13.1001,41-2031,325620
52.0201,Nov-31,621498
52.1401,43-4161,541330
45.0601,41-3021,NA
NA,41-4012,336390
27.0101,15-1211,NA
11.0701,99-9999,NA
NA,41-4012,336390
43.01,35-3031,722511
51.3801,Nov-51,622110
50.0401,13-1198,541310
52.1101,13-1081,325620
52.1401,27-1011,325620
52.1401,27-3031,541511
26.0101,25-3031,611110
52.1501,51-2098,212321
52.1401,99-9999,NA
52.0201,13-2011,621498
52.0201,99-9999,NA
31.0501,29-2053,621330
44.0701,21-Nov,424210
52.1401,41-9011,NA
19.0706,25-2012,611110
42.0101,21-1018,621330
42.0101,21-1018,621330
51,21-Nov,424210
52.0201,Nov-98,311811
42.0101,21-1023,621330
52.0101,43-4161,325620
42.0101,29-2053,621330
19.0706,21-1018,621330
52.0213,41-2031,325620
NA,21-1023,621330
51,21-1093,621498
45.0601,13-2098,722513
31.0505,27-2022,611110
11.0701,15-1256,541511
50.0401,Nov-98,NA
45.0601,13-2011,621498
52.1401,27-3031,NA
9.01,43-6011,236115
52.0213,29-2053,621330
30.2001,35-9021,722511
52.0801,13-2072,522310
NA,27-3042,623220
NA,43-6014,NA
52.1401,43-6013,621498
14.0901,15-1257,NA
24.0102,21-Nov,541511
52.0201,41-3091,621498
9.01,27-1024,NA
14.1901,99-9999,NA
51.2207,41-3091,621498
51.0203,25-1099,621340
45.1101,29-2053,621330
52.0201,99-9999,325620
NA,Nov-98,621330
52.0301,43-9021,541511
50.0701,99-9999,425120
26.0202,17-3024,541512
NA,22-Nov,541214
52.0203,22-Nov,NA
42.0101,29-2053,621330
50.0409,27-1011,541511
52.0301,53-6031,611512
42.0101,21-Nov,722511
42.0101,29-2053,621330
52.1401,39-5012,323113
52.1001,27-3041,NA
45.1101,25-2011,624410
9.01,27-3031,541810
45.1101,29-2053,621330
52.1401,13-1161,446199
11.0701,13-1111,NA
9.0903,27-3031,541810
50.0401,27-1029,NA
26.1501,15-1232,NA
45.0601,13-1111,621498
52.0201,51-1011,722513
52.0901,Nov-98,541990
11.0701,99-9999,NA
52.0801,13-2098,541511
24.0102,39-5012,325620
51.3801,21-Nov,236220
52.0203,15-2031,325620
9.0902,39-5012,325620
52.1401,41-9022,NA
NA,35-3031,722511
51.3801,25-3021,611620
51.2201,21-1018,621330
19.0701,29-2053,621330
52.0101,11-Nov,NA
50.0701,27-1011,NA
27.0101,31-1131,622110
11.0701,35-3031,722511
14.1001,22-Nov,623220
9.0102,43-4051,311811
52.1401,27-3031,311811
NA,13-1071,561311
NA,29-2034,NA
45.0601,13-1111,NA
NA,41-2031,325620
9.0903,13-1161,325620
19.0501,22-Nov,333922
19.0504,41-4012,NA
42.0101,29-2053,621330
NA,41-3021,NA
9.0903,43-4081,311811
52.1201,15-1232,541990
42.0101,51-1011,311811
13.1001,13-1161,621498
9.0102,99-9999,NA
45.0601,15-1256,541511
24.0102,35-3031,722511
NA,21-1018,621330
52.0301,51-9081,446199
52.0201,27-4014,NA
50.0401,13-1198,541310
26.0801,21-Nov,454110
13.0101,41-3091,NA
52.0213,22-Nov,325620
52.1501,99-9999,311811
9.01,41-9031,541511
42.0101,21-1018,621330
52.0201,22-Nov,325620
50.0401,27-1024,NA
50.0401,27-1024,541810
54.0101,21-1093,NA
52.0101,11-1011,NA
NA,17-2112,334519
52.0801,41-3091,541511
14.1001,41-3021,524210
14.3501,15-1256,NA
9.0903,41-3091,541820
43.01,Nov-51,722511
14.0901,17-1011,NA
42.0101,43-1011,NA
NA,41-2031,311811
11.0701,15-1256,NA
52.0801,Nov-41,531210
42.2801,13-1071,NA
52.0801,99-9999,NA
50.0401,13-1161,424210
42.0101,21-1013,621330
NA,41-2031,325620
11.0701,99-9999,NA
50.0703,41-2031,325620
14.0201,13-1111,NA
11.0701,15-1256,541519
52.1401,41-9099,NA
51.0202,29-1127,621340
NA,27-3031,541810
30,35-1012,722511
NA,39-9032,611110
11.0701,99-9999,NA
50.0401,15-1211,541330
NA,Nov-98,NA
9.01,15-1232,561720
52.0701,41-9022,561311
12.05,Nov-98,311811
11.0701,41-3021,524210
11.0701,15-1256,541511
NA,15-1232,NA
9.01,27-3031,339999
51.2201,43-4051,311811
19.0504,99-9999,213112
NA,43-1011,NA
9.01,27-1024,NA
52.0201,Nov-51,722511
52.0201,99-9999,NA
9.01,21-1018,621330
52.1001,43-4161,NA
52.0203,15-2031,325620
52.1401,21-Nov,315990
14.0903,15-1211,541511
52.0201,21-Nov,541519
45.0401,29-2053,621330
11.0701,15-1211,541511
19.0706,99-9999,325620
52.1401,43-1011,441228
1.0901,Nov-98,722513
19.0701,39-5012,325620
NA,21-Nov,NA
9.01,31-2011,621610
52.0201,43-1011,621498
52.0101,99-9999,531210
NA,29-2018,NA
52.2001,17-2199,236115
52.1001,43-6011,621498
26.0101,29-1141,621610
51.3801,29-1141,622110
42.0101,35-9031,721110
NA,Nov-32,236115
NA,13-1071,722513
14.1901,99-9999,NA
11.0701,15-1256,NA
31.0501,31-2021,621498
52.0201,Nov-98,524210
14.1001,17-2141,335311
52.0201,13-1071,561311
52.0301,13-2011,335931
46,17-2199,236220
9.0102,35-1012,722511
50.0703,53-6031,611310
9.0902,27-3031,541830
16.0901,27-3031,NA
52.0801,43-3031,325620
31.0504,41-4012,812112
11.0701,99-9999,NA
52.1401,41-2031,325620
52.0201,22-Nov,541512
43.01,41-2031,325620
9.0902,27-3031,524210
40.0601,49-9071,561311
14.0101,99-9999,NA
52.0201,99-9999,541512
23.0101,27-3031,NA
52.0804,Nov-98,722513
52.1001,21-Nov,561311
52.0903,Nov-31,NA
42.0101,29-2053,621330
52.0101,35-1012,325620
24.0102,43-4161,541990
23.0101,27-3043,541618
9.0102,41-9022,531210
52.0203,43-4051,NA
45.0201,41-2031,325620
52.0801,41-3091,425120
14.0101,49-9071,NA
14.1001,47-2111,238220
52.2001,Nov-32,236220
50.0101,53-2011,NA
11.0701,99-9999,NA
52.0201,43-6014,NA
43.0102,41-2031,325620
NA,Nov-31,321991
52.0201,99-9999,NA
51.3801,22-Nov,325620
14.0901,13-1111,NA
52.0201,43-4151,541511
42.0101,21-1013,621330
43.01,41-2031,325620
11.0701,99-9999,NA
52.2001,17-2199,236220
52.0201,21-Nov,236220
42.2801,19-3031,621330
52.0201,15-1232,238290
4.0201,99-9999,NA
9.0102,41-9011,325620
40.0801,25-3097,611691
52.0201,27-3031,541990
26.0701,43-1011,NA
11.0701,11-1011,NA
52.1401,13-1161,541511
NA,31-9092,621498
42.0101,Nov-98,311811
52.0801,43-6014,236115
50.0908,41-2031,325620
52.0101,15-1211,NA
9.0902,13-1161,541810
52.1401,15-1244,NA
52.0201,41-4011,541511
42.0101,13-1111,441110
52.1101,41-3021,524210
52.0201,51-1011,722513
52.0205,13-2011,325620
52.0201,35-1012,NA
46,Nov-32,541990
22,21-Nov,424210
52.0301,41-3031,NA
52.1001,47-5013,211120
45.1001,13-1071,NA
42.0101,25-3097,611691
NA,29-2053,621330
11.0701,13-1111,NA
50.0703,15-1232,611310
45.0201,41-2011,722513
14.3501,15-1256,621498
42.0101,21-Nov,NA
51.0203,29-2053,621330
NA,29-2098,NA
11.0101,13-1111,325620
45.1101,25-3097,611110
11.0701,15-1244,541511
42.0101,43-6014,212321
1.0601,43-6011,NA
42.0101,21-1018,621330
14.0101,51-1011,236115
26.1309,17-3098,621330
52.0801,13-2098,523110
NA,13-1111,325620
52.0213,43-1011,325620
31.0501,35-3031,722511
NA,15-1244,NA
42.0101,21-1018,621330
27.0301,35-3031,722511
11.0701,15-1257,NA
NA,43-6011,NA
52.0101,99-9999,NA
42.0101,43-4171,NA
31.0504,51-2098,212321
26.0101,41-9021,NA
24.0102,43-4161,541990
26.0101,22-Nov,446199
52.0201,27-3031,541990
52.0201,11-1011,NA
11.0701,15-1256,541519
52.0801,13-1111,NA
52.0206,15-1232,621498
30,29-2053,621330
NA,13-1151,722511
23.0101,13-1161,541810
11.0701,17-2112,541511
52.1401,13-1161,NA
52.0201,43-4081,NA
52.0301,13-2011,611691
52.2001,13-1198,236115
52.2001,22-Nov,321991
50.0605,41-1012,523930
52.0201,41-1011,311811
42.0101,Nov-51,621330
9.0102,43-4051,311811
NA,99-9999,325620
51.3801,13-1111,325620
NA,21-Nov,722511
NA,11-1011,541611
45.1001,25-3097,NA
45.0201,Nov-41,531210
11.0701,15-1256,541511
9.01,27-3031,541820
52.0201,25-3097,NA
9.0903,21-Nov,541810
19.0504,99-9999,213112
52.0201,41-2031,331420
52.1401,27-3031,541810
50.0501,Nov-98,722410
45.0601,13-2098,325620
14.0901,15-1256,NA
52.0201,15-1256,NA
42.0101,21-1094,212321
9.0102,Nov-98,NA
23.1302,25-4022,611110
50.0901,27-1014,NA
26.0101,Nov-32,NA
52.0201,13-2098,325620
NA,11-1011,NA
NA,21-1018,621330
11.0701,99-9999,NA
42.0101,13-2011,622110
52.0213,Nov-98,NA
14.1001,43-4051,311811
43.0102,25-2012,611110
NA,41-9099,812112
52.0201,41-2031,NA
51.0202,35-9031,311811
27.0101,41-9022,321991
9.01,13-1198,NA
52.1101,43-6011,423490
11.0701,99-9999,NA
52.1101,13-1081,325620
14.3501,17-3013,NA
52.0203,43-1011,NA
52.1401,35-3011,722511
26.0101,51-8031,453220
45.0601,13-1111,541511
52.0201,13-1071,561311
14.1901,41-9031,334516
52.0801,22-Nov,325620
52.0301,13-2098,523110
52.0801,13-2098,522310
NA,53-7064,311811
52.0201,11-1021,NA
51.3801,29-1141,622110
50.0702,Nov-51,722511
9.01,35-3011,722511
50.0409,27-1024,NA
11.0701,99-9999,NA
24.0101,41-9099,423210
9.01,41-2031,236115
45.0601,13-2011,541211
31.0501,15-1256,NA
NA,21-Nov,NA
52.0301,15-1232,NA
52.0201,27-1029,541330
NA,21-Nov,NA
52.0201,99-9999,NA
51.2207,99-9999,424990
52.0201,Nov-98,541990
52.0101,43-4131,522310
31.0501,51-1011,713940
NA,21-Nov,424210
40.0601,43-4051,NA
51.2201,35-3011,722511
42.0101,43-6014,611110
45.0601,11-1021,811213
46,Nov-32,541990
11.0701,13-1111,NA
51.3801,43-3031,621111
52.0101,27-3031,NA
NA,Nov-98,621498
9.01,35-3031,722511
42.0101,11-Nov,621330
51.3801,43-4081,311811
52.2001,13-1051,236115
24.0102,41-2031,325620
50.0703,43-6011,813110
45.0601,43-3031,524291
NA,22-Nov,481111
9.0401,27-3031,541810
42.0101,Nov-98,722513
14.1901,17-3026,335311
52.0201,13-1111,325620
52.0201,43-1011,512110
NA,21-1018,621330
52.2001,Nov-32,236115
9.0903,17-2112,NA
11.0701,15-1232,541511
52.1401,21-Nov,524210
NA,21-Nov,424210
52.0301,35-3011,722511
42.0101,Nov-31,524210
42.0101,29-2053,621330
52.0801,41-3031,524210
NA,13-1161,541618
9.01,31-9099,NA
52.0203,13-1028,325620
14.1901,35-3011,722511
52.0201,15-1211,621498
52.0201,99-9999,NA
19.0504,41-1011,311811
52.1902,25-3021,NA
26.0101,35-3031,722511
14.0901,15-1256,NA
50.0301,99-9999,325620
11.0701,13-1111,NA
NA,17-3011,212321
42.0101,43-4081,NA
52.1401,13-1161,NA
31.0501,21-1093,NA
43.01,41-3091,621498
13.0101,99-9999,311811
52.0201,17-1011,NA
45.1101,13-1071,NA
52.0203,15-2031,325620
9.01,31-9099,NA
52.0201,Nov-51,NA
50.0601,35-1012,NA
24.0101,27-3031,NA
45.0601,13-2098,325620
52.1902,Nov-98,311811
51.3801,43-1011,541330
11.0701,15-1257,NA
52.0201,99-9999,NA
50.0705,13-1071,524210
52.1401,41-2031,325620
44.0401,41-2031,325620
14.0801,15-1299,236115
52.0301,13-2011,NA
4.0201,53-7065,NA
52.0201,22-Nov,541511
31.0501,11-1021,NA
50.0703,27-1024,813110
43.0102,15-1232,621498
52.0201,15-1232,621498
52.0201,17-2199,236115
9.01,43-6011,NA
19.0701,Nov-98,424210
52.0201,Nov-98,424210
52.1401,Nov-98,NA
52.0201,99-9999,NA
19.0701,21-1018,621330
NA,21-1013,621330
46,17-2199,236115
52.1401,13-1161,NA
52.0801,15-1256,531210
50.0407,43-1011,448120
52.0201,43-6014,541310
9.0902,21-1099,NA
14.1401,13-1198,325620
52.1401,35-3031,722511
51.0001,99-9999,524210
50.0401,Nov-98,NA
50.0501,27-1013,722410
24.0102,29-2053,621330
52.0201,41-2031,325620
9.0903,27-3023,NA
NA,41-3021,524210
NA,21-1018,621330
42.0101,29-2053,621330
14.0701,17-2041,325620
42.0101,35-3031,722511
40.0501,19-4031,541330
NA,43-4051,311811
45.1101,35-3031,722511
27.0301,17-3026,211120
45.0601,47-1011,212321
52.1401,13-1051,236115
52.0801,Nov-31,524291
42.0101,43-3021,621330
19.0701,41-2031,325620
31.0501,39-5012,325620
52.0801,13-2098,522310
NA,41-2031,325620
NA,11-Nov,624120
52.1201,43-1011,541511
NA,43-4051,336390
23.1301,13-1151,541512
9.0401,13-1028,541830
52.1902,13-1161,541618
52.0201,17-2199,236115
42.0101,21-1023,621330
45.1001,13-2098,541511
50.0901,Nov-33,813410
30.2001,43-4161,325620
4.0201,99-9999,NA
52.0201,43-4051,212321
27.0101,19-4045,211120
42.0101,21-Nov,722511
50.0702,41-2031,325620
52.0201,15-1232,541511
9.01,31-1131,561312
9.01,13-1198,NA
52.0201,13-1028,NA
52.0801,41-9021,524210
52.0101,99-9999,325620
52.1401,43-9022,541511
52.0201,11-1021,522110
4.0601,17-1012,236220
52.0201,41-2031,325620
NA,11-1011,236220
13.1001,25-2052,611110
42.0101,29-2053,621330
42.0101,13-1161,NA
NA,21-Nov,424210
52.0101,13-1111,NA
31.0501,43-1011,NA
14.0801,Nov-98,524210
52.0201,15-1256,541519
NA,15-1232,NA
31.0501,41-4011,NA
9.0903,99-9999,NA
52.0201,21-Nov,621111
52.1401,27-3031,541519
52.1401,13-1028,541830
52.1401,13-1198,445120
52.1401,27-3031,NA
30,27-3043,325620
52.0101,13-1111,NA
52.0201,21-Nov,339999
11.0701,15-1232,NA
11.0701,22-Nov,NA
52.1401,41-3011,541810
45.0601,41-3031,NA
52.0804,13-2052,524210
44.0501,21-Nov,424210
14.3501,13-1111,NA
NA,43-1011,NA
13.0101,51-2098,325620
14.0701,17-2199,236115
52.0301,13-2011,NA
52.0203,Nov-98,541990
52.0101,41-3091,541810
42.0101,29-2053,621330
9.01,27-3031,541810
44.0701,41-2031,325620
52.0201,41-2031,325620
27.0101,41-2031,325620
NA,11-1021,621910
45.0201,43-4161,325620
46,17-2112,236115
4.0201,17-1011,541310
52.0201,99-9999,NA
NA,21-Nov,NA
NA,41-2031,325620
52.0101,41-9011,325620
NA,43-1011,NA
11.0701,51-1011,541511
NA,41-4012,423940
52.0701,21-Nov,NA
52.1401,13-1161,NA
NA,43-4051,NA
52.1401,43-1011,621498
42.0101,35-3031,NA
52.0201,43-4051,NA
51.3801,29-1141,622110
14.0101,25-2012,611110
52.0201,Nov-41,531210
NA,13-1081,NA
51.3801,41-2031,325620
52.1201,15-1211,541511
14.1901,53-3031,424210
52.0201,27-3031,NA
NA,41-2031,NA
50.0901,Nov-51,NA
52.1401,99-9999,454390
52.1401,35-3011,722511
52.1401,27-3031,NA
26.0202,51-8031,453220
9.0902,43-9061,NA
51.0203,29-2053,621330
9.01,13-1111,541511
52.2001,17-2199,236115
26.0101,29-2018,621511
31.0501,Nov-31,NA
45.1001,39-5012,325620
50.0401,17-2051,NA
11.0701,13-1111,NA
14.1001,15-1211,NA
52.1101,43-1011,NA
NA,21-1018,621330
52.0801,Nov-31,524210
42.2801,21-1018,621330
9.01,43-1011,236115
52.0201,99-9999,NA
26.0101,21-Nov,315990
9.0903,21-Nov,541214
9.01,Nov-31,561320
16.0901,43-4051,311811
24.0102,43-6014,443142
52.0201,41-9022,531210
NA,29-2034,NA
9.01,13-1198,NA
52.0901,22-Nov,NA
45.0601,41-3031,524210
45.1101,21-1018,621330
52.0804,11-1011,NA
NA,43-1011,NA
52.0301,13-2011,447110
NA,27-4011,NA
9.0102,29-2098,NA
11.0701,49-9071,812112
52.0201,13-1111,NA
NA,Nov-31,531210
52.0101,43-6014,NA
9.01,41-9011,621330
45.0401,43-5071,323111
26.1501,41-2031,325620
45.0601,Nov-98,331420
31.0505,39-9031,621498
11.0701,15-1257,621498
45.1001,21-Nov,551112
42.0101,29-2053,621498
42.0101,21-1018,621330
9.0102,41-3091,541810
52.1401,21-Nov,541810
NA,11-1011,325620
NA,Nov-98,621330
31.0501,Nov-98,211120
9.0401,Nov-41,531210
50.0605,41-4012,523930
52.0201,15-1211,NA
52.0201,41-3031,524210
52.1401,43-6014,813910
50.0601,27-3031,NA
26.0801,43-4011,541690
23.1401,27-3041,NA
NA,15-1251,NA
40.0801,15-1232,518210
42.0101,29-2053,621330
9.01,27-3031,NA
40.0501,19-4099,446199
51.3801,29-1141,NA
14.0903,43-1011,NA
26.1501,29-2018,NA
11.0701,99-9999,NA
42.0101,29-2053,621330
9.0102,13-1161,NA
50.0501,41-2031,325620
52.0101,11-1021,722513
14.2501,13-1111,NA
52.1401,13-1121,561920
14.0901,99-9999,NA
NA,27-4021,NA
NA,21-1023,621330
9.0401,27-3031,541810
51.3801,29-1141,NA
52.0101,11-1011,NA
40.0501,19-2031,541330
45.1001,11-1011,NA
9.0903,43-1011,NA
NA,35-3011,721110
52.1001,21-Nov,NA
52.1001,Nov-31,722511
NA,41-4012,NA
42.0101,43-6014,531210
52.0201,41-9022,531311
43.01,41-2031,325620
52.0301,41-3031,524210
NA,Nov-98,621330
45.0601,13-1161,541810
NA,99-9999,621330
51.3801,43-3031,NA
14.0101,Nov-32,236220
52.0201,27-3031,NA
42.0101,43-3011,561311
9.01,27-3031,541810
NA,15-1212,NA
52.0101,21-Nov,325620
52.0901,43-5071,441228
52.2001,17-2199,236220
27.0101,13-1111,325620
27.0101,13-1111,NA
9.01,27-3031,NA
9.0401,27-3041,NA
42.0101,29-2053,621330
52.1401,43-4161,541330
9.0903,27-3023,NA
52.0201,15-1211,NA
45.1101,41-9099,212321
9.01,Nov-41,531210
9.0102,99-9999,311811
11.0701,15-1232,443142
52.0804,15-1232,621498
52.0101,21-Nov,NA
52.1401,41-9099,721110
52.0301,13-2011,541511
NA,15-1211,NA
45.0601,43-4131,523110
42.0101,29-1123,621330
52.0301,13-2011,NA
52.0201,15-1244,541511
NA,29-2034,NA
9.0102,35-3031,722511
52.0201,15-1211,NA
45.0201,43-6013,621498
52.0101,99-9999,325620
43.01,13-1111,325620
42.0101,43-6013,621610
52.0901,43-1011,325620
51.2308,35-1012,722513
NA,41-3091,492110
45.0601,13-1161,541611
52.0201,27-2012,311811
11.0701,99-9999,NA
14.1901,17-2112,NA
9.0903,13-1028,541830
52.1401,27-3031,541810
26.0101,35-1012,722511
NA,13-1161,722410
42.0101,15-1212,922110
11.0701,15-1256,454110
52.0201,13-1071,NA
52.0101,19-4045,NA
52.0201,27-3031,524210
51.3801,29-1141,622110
NA,31-1128,621610
51.3801,35-3011,722511
26.0101,25-3097,611691
52.1401,43-4131,522310
9.01,25-1099,NA
51,99-9999,325620
52.0201,21-Nov,454110
NA,Nov-31,NA
52.0801,13-2011,NA
NA,29-1123,621330
19.0706,11-1021,NA
NA,21-Nov,424210
13.0101,13-2072,NA
14.1001,Nov-98,NA
45.0601,43-3031,NA
9.0902,27-3031,NA
19.0701,21-1018,621330
52.0201,11-1011,325620
42.0101,29-2053,621330
19.0706,41-2031,325620
51.2201,51-1011,311811
51.3801,29-1141,622110
51.3801,Nov-51,722513
9.0903,27-1024,NA
52.0203,53-6031,611512
41,15-1212,213112
14.0903,15-1256,541512
9.01,31-9099,NA
42.0101,21-1018,621330
52.0201,43-3031,NA
16.0905,13-2098,325620
14.0801,17-1011,212321
50.0901,99-9999,311811
50.0401,27-1024,512110
11.0701,15-1232,333922
52.0201,51-1011,722513
52.0201,21-1018,621330
52.1401,13-1161,NA
52.0203,53-1047,333922
23.1302,15-1251,621498
26.1301,41-2031,325620
51,13-1198,NA
52.1401,13-2072,NA
52.0201,41-3031,NA
52.0201,13-1111,NA
NA,43-6013,NA
NA,43-1011,NA
9.0902,21-Nov,541618
42.0101,43-6011,541511
52.1401,99-9999,541810
44.0501,41-4011,621498
50.0401,43-6014,315990
52.0201,13-2011,325620
14.0901,15-1256,541511
NA,41-2011,722513
14.3501,17-2199,NA
NA,27-1024,334519
52.0901,22-Nov,NA
52.1001,15-1232,541512
51.0203,31-9099,621610
52.0201,11-Nov,541618
26.0202,13-1111,NA
45.0201,Nov-41,531210
4.0201,Nov-98,NA
50.0401,27-1029,NA
14.0101,47-2031,212321
NA,11-1021,311811
NA,49-9062,621498
14.0101,Nov-32,541990
52.0301,Nov-31,522390
42.0101,29-2053,621330
52.2001,Nov-32,236115
52.2001,Nov-32,236115
NA,15-1256,NA
51.2201,99-9999,621330
51.3801,Nov-98,524210
27.0101,11-1021,811310
14.1901,17-2141,326199
42.0101,99-9999,621330
52.2001,Nov-32,236220
NA,15-1299,621310
4.0201,15-1257,541310
23.0101,13-1161,541511
11.0701,99-9999,NA
52.1401,13-1161,541511
52.1401,41-2011,722513
9.0102,27-3031,NA
52.0201,41-4012,336390
11.0701,11-Nov,448110
52.0801,15-1244,621498
52.0301,11-1021,NA
11.0701,15-1299,325620
52.0201,13-2011,722511
52.2001,99-9999,236220
14.0901,13-1111,NA
11.0701,13-1111,NA
NA,13-2098,722513
51.3801,29-1141,NA
52.0201,99-9999,531210
52.0801,22-Nov,325620
52.0101,13-2011,NA
52.1401,99-9999,454390
40.0501,41-3091,NA
50.0904,41-3011,NA
19.0701,21-1018,621330
52.1401,99-9999,325620
11.0701,15-1256,NA
30,99-9999,325620
NA,15-1232,621498
31.0501,13-1111,325620
42.0101,29-2051,621330
11.0701,17-2112,NA
52.1401,43-4051,541511
52.0101,35-9031,236115
9.0401,15-1257,722513
52.1401,41-2031,325620
50.0605,99-9999,325620
52.1401,11-1011,NA
52.0201,17-2199,236115
9.0401,29-2098,NA
26.0101,41-3021,524210
11.0701,13-1111,NA
NA,13-1111,NA
54.0101,11-1021,238910
52.0201,13-1111,NA
9.0401,35-3031,722511
NA,29-1011,NA
NA,11-Nov,621498
42.0101,43-1011,NA
42.0101,Nov-98,531210
NA,15-1245,541511
51.0202,31-9099,621330
52.0201,43-4171,621111
51.3801,29-1141,NA
50.0901,29-1129,NA
NA,31-9099,NA
9.01,15-1212,611210
30,41-2031,325620
52.1101,17-2199,236220
52.0201,41-2031,325620
51.3801,29-1141,622110
31.0501,35-3011,722511
52.2001,17-2199,236115
52.0301,13-2011,541219
50.0706,35-3031,722511
42.0101,29-2053,621330
11.0701,15-1256,NA
52.1401,43-4081,NA
52.1401,27-3031,NA
9.01,29-1127,NA
52.1401,Nov-41,NA
11.0701,15-1256,NA
52.0201,13-1111,NA
46,17-2071,541990
