,learn,pumaid,educ,hours,state,Y,W
0,11.91839,4400100,18,50,44,11.91839,TRUE
1,11.48247,4400100,11,42,44,11.48247,FALSE
2,10.4631,4400100,12,42,44,10.4631,FALSE
3,10.22194,4400100,13,40,44,10.22194,TRUE
4,9.21034,4400100,13,8,44,9.21034,TRUE
5,10.08581,4400100,18,40,44,10.08581,TRUE
6,6.684612,4400100,12,35,44,6.684612,FALSE
7,10.18867,4400100,16,60,44,10.18867,TRUE
8,10.35137,4400100,12,40,44,10.35137,FALSE
9,9.903487,4400100,11,40,44,9.903487,FALSE
10,9.305651,4400100,12,40,44,9.305651,FALSE
11,9.25913,4400100,13,40,44,9.25913,TRUE
12,9.392662,4400100,16,42,44,9.392662,TRUE
13,9.680344,4400100,12,40,44,9.680344,FALSE
14,8.411833,4400100,16,70,44,8.411833,TRUE
15,10.04325,4400100,13,40,44,10.04325,TRUE
16,9.472705,4400100,11,40,44,9.472705,FALSE
17,10.30895,4400100,13,24,44,10.30895,TRUE
18,10.59663,4400100,12,55,44,10.59663,FALSE
19,11.87757,4400100,11,50,44,11.87757,FALSE
20,11.06664,4400100,16,40,44,11.06664,TRUE
21,9.169518,4400100,12,40,44,9.169518,FALSE
22,9.560997,4400100,13,20,44,9.560997,TRUE
23,10.08581,4400100,13,40,44,10.08581,TRUE
24,10.40426,4400100,14,40,44,10.40426,TRUE
25,11.91839,4400100,12,60,44,11.91839,FALSE
26,9.680344,4400100,9,40,44,9.680344,FALSE
27,5.192957,4400100,12,40,44,5.192957,FALSE
28,10.08581,4400100,10,40,44,10.08581,FALSE
29,9.798127,4400100,12,25,44,9.798127,FALSE
30,9.472705,4400100,12,40,44,9.472705,FALSE
31,9.392662,4400100,11,40,44,9.392662,FALSE
32,9.392662,4400100,11,40,44,9.392662,FALSE
33,10.81978,4400100,14,48,44,10.81978,TRUE
34,7.495542,4400100,11,30,44,7.495542,FALSE
35,11.71178,4400100,18,50,44,11.71178,TRUE
36,10.30895,4400100,12,40,44,10.30895,FALSE
37,10.12663,4400100,12,40,44,10.12663,FALSE
38,8.34284,4400100,14,40,44,8.34284,TRUE
39,8.748305,4400100,13,32,44,8.748305,TRUE
40,9.55393,4400100,12,40,44,9.55393,FALSE
41,9.546813,4400100,11,50,44,9.546813,FALSE
42,9.903487,4400100,0,40,44,9.903487,FALSE
43,9.903487,4400100,11,40,44,9.903487,FALSE
44,9.740969,4400100,0,40,44,9.740969,FALSE
45,9.680344,4400100,0,40,44,9.680344,FALSE
46,10.16585,4400100,9,60,44,10.16585,FALSE
47,9.903487,4400100,13,65,44,9.903487,TRUE
48,9.546813,4400100,12,24,44,9.546813,FALSE
49,9.680344,4400100,10,12,44,9.680344,FALSE
50,8.294049,4400100,12,30,44,8.294049,FALSE
51,11.11245,4400100,16,60,44,11.11245,TRUE
52,10.12663,4400100,13,40,44,10.12663,TRUE
53,7.600903,4400100,13,40,44,7.600903,TRUE
54,10.4631,4400100,18,40,44,10.4631,TRUE
55,10.23996,4400100,12,72,44,10.23996,FALSE
56,10.20359,4400100,13,45,44,10.20359,TRUE
57,10.859,4400100,16,40,44,10.859,TRUE
58,9.798127,4400100,7.5,40,44,9.798127,FALSE
59,9.615806,4400100,12,40,44,9.615806,FALSE
60,9.588777,4400100,10,40,44,9.588777,FALSE
61,9.814656,4400100,12,40,44,9.814656,FALSE
62,6.907755,4400100,13,30,44,6.907755,TRUE
63,9.400961,4400100,13,30,44,9.400961,TRUE
64,10.16585,4400100,16,40,44,10.16585,TRUE
65,9.277999,4400100,13,45,44,9.277999,TRUE
66,10.37349,4400100,14,50,44,10.37349,TRUE
67,9.998797,4400100,12,50,44,9.998797,FALSE
68,10.04325,4400100,12,50,44,10.04325,FALSE
69,10.30895,4400100,18,37,44,10.30895,TRUE
70,9.798127,4400100,14,40,44,9.798127,TRUE
71,8.006368,4400100,12,40,44,8.006368,FALSE
72,7.003066,4400100,13,20,44,7.003066,TRUE
73,10.27505,4400100,18,40,44,10.27505,TRUE
74,9.998797,4400100,14,40,44,9.998797,TRUE
75,6.802395,4400100,13,40,44,6.802395,TRUE
76,8.536996,4400100,13,15,44,8.536996,TRUE
77,9.609117,4400100,12,45,44,9.609117,FALSE
78,10.20359,4400100,12,40,44,10.20359,FALSE
79,9.332558,4400100,13,30,44,9.332558,TRUE
80,10.12663,4400100,16,55,44,10.12663,TRUE
81,10.62133,4400100,14,40,44,10.62133,TRUE
82,9.998797,4400100,12,45,44,9.998797,FALSE
83,8.748305,4400100,10,35,44,8.748305,FALSE
84,10.4631,4400100,14,70,44,10.4631,TRUE
85,9.615806,4400100,10,40,44,9.615806,FALSE
86,9.10498,4400100,18,24,44,9.10498,TRUE
87,9.740969,4400100,14,40,44,9.740969,TRUE
88,10.12663,4400100,12,40,44,10.12663,FALSE
89,10.64304,4400100,16,40,44,10.64304,TRUE
90,9.903487,4400100,12,45,44,9.903487,FALSE
91,10.81978,4400100,13,40,44,10.81978,TRUE
92,11.0021,4400100,13,40,44,11.0021,TRUE
93,9.903487,4400100,5.5,50,44,9.903487,FALSE
94,9.798127,4400100,12,40,44,9.798127,FALSE
95,10.66195,4400100,18,50,44,10.66195,TRUE
96,10.87805,4400100,16,35,44,10.87805,TRUE
97,10.49127,4400100,10,40,44,10.49127,FALSE
98,8.987197,4400100,10,40,44,8.987197,FALSE
99,9.546813,4400100,7.5,40,44,9.546813,FALSE
100,9.836279,4400100,13,60,44,9.836279,TRUE
101,10.16585,4400100,16,40,44,10.16585,TRUE
102,9.711116,4400100,13,32,44,9.711116,TRUE
103,10.59663,4400100,7.5,50,44,10.59663,FALSE
104,9.798127,4400100,12,50,44,9.798127,FALSE
105,7.313221,4400100,12,45,44,7.313221,FALSE
106,10.72985,4400100,18,45,44,10.72985,TRUE
107,9.680344,4400100,12,40,44,9.680344,FALSE
108,9.49552,4400100,10,40,44,9.49552,FALSE
109,11.60824,4400100,18,60,44,11.60824,TRUE
110,10.37349,4400100,12,40,44,10.37349,FALSE
111,9.740969,4400100,12,40,44,9.740969,FALSE
112,8.517193,4400100,9,30,44,8.517193,FALSE
113,10.81978,4400100,18,32,44,10.81978,TRUE
114,8.49699,4400100,10,40,44,8.49699,FALSE
115,10.4631,4400100,12,40,44,10.4631,FALSE
116,9.615806,4400100,16,10,44,9.615806,TRUE
117,10.51867,4400100,18,40,44,10.51867,TRUE
118,8.630522,4400100,16,6,44,8.630522,TRUE
119,10.37349,4400100,13,32,44,10.37349,TRUE
120,9.903487,4400100,11,25,44,9.903487,FALSE
121,9.680344,4400100,9,40,44,9.680344,FALSE
122,8.86785,4400100,10,20,44,8.86785,FALSE
123,9.655026,4400100,12,50,44,9.655026,FALSE
124,10.59663,4400100,16,40,44,10.59663,TRUE
125,10.23638,4400100,14,55,44,10.23638,TRUE
126,10.30895,4400100,18,60,44,10.30895,TRUE
127,8.006368,4400100,10,20,44,8.006368,FALSE
128,10.15035,4400100,5.5,40,44,10.15035,FALSE
129,12.59134,4400100,12,40,44,12.59134,FALSE
130,11.33857,4400100,16,50,44,11.33857,TRUE
131,10.06049,4400100,13,40,44,10.06049,TRUE
132,10.04325,4400100,16,40,44,10.04325,TRUE
133,10.20359,4400100,12,40,44,10.20359,FALSE
134,10.24352,4400100,13,40,44,10.24352,TRUE
135,9.546813,4400100,5.5,40,44,9.546813,FALSE
136,10.12663,4400100,16,40,44,10.12663,TRUE
137,11.15625,4400100,18,40,44,11.15625,TRUE
138,6.429719,4400100,7.5,25,44,6.429719,FALSE
139,10.23996,4400100,7.5,40,44,10.23996,FALSE
140,9.903487,4400100,7.5,40,44,9.903487,FALSE
141,9.441452,4400100,13,40,44,9.441452,TRUE
142,8.948976,4400100,13,38,44,8.948976,TRUE
143,10.37349,4400100,10,50,44,10.37349,FALSE
144,9.798127,4400100,16,40,44,9.798127,TRUE
145,9.059518,4400100,13,50,44,9.059518,TRUE
146,7.600903,4400100,12,45,44,7.600903,FALSE
147,9.903487,4400100,12,40,44,9.903487,FALSE
148,8.987197,4400100,13,40,44,8.987197,TRUE
149,9.21034,4400100,12,40,44,9.21034,FALSE
150,9.998797,4400100,14,40,44,9.998797,TRUE
151,11.15625,4400100,16,20,44,11.15625,TRUE
152,10.41031,4400100,12,45,44,10.41031,FALSE
153,9.942708,4400100,13,40,44,9.942708,TRUE
154,5.247024,4400100,12,10,44,5.247024,FALSE
155,10.23996,4400100,16,40,44,10.23996,TRUE
156,9.392662,4400100,13,40,44,9.392662,TRUE
157,7.600903,4400100,13,6,44,7.600903,TRUE
158,7.600903,4400100,13,50,44,7.600903,TRUE
159,9.740969,4400100,12,40,44,9.740969,FALSE
160,9.21034,4400100,13,10,44,9.21034,TRUE
161,8.86785,4400100,13,20,44,8.86785,TRUE
162,11.22524,4400100,16,60,44,11.22524,TRUE
163,9.249561,4400100,12,40,44,9.249561,FALSE
164,9.615806,4400100,12,40,44,9.615806,FALSE
165,9.546813,4400100,10,40,44,9.546813,FALSE
166,8.987197,4400100,16,40,44,8.987197,TRUE
167,9.740969,4400100,16,40,44,9.740969,TRUE
168,10.93311,4400100,13,40,44,10.93311,TRUE
169,10.30895,4400100,12,40,44,10.30895,FALSE
170,11.91839,4400100,18,30,44,11.91839,TRUE
171,10.54006,4400100,14,40,44,10.54006,TRUE
172,9.287301,4400100,13,45,44,9.287301,TRUE
173,9.472705,4400100,12,40,44,9.472705,FALSE
174,9.680344,4400100,10,40,44,9.680344,FALSE
175,10.12663,4400100,12,45,44,10.12663,FALSE
176,10.20359,4400100,12,35,44,10.20359,FALSE
177,7.003066,4400100,10,20,44,7.003066,FALSE
178,9.546813,4400100,12,40,44,9.546813,FALSE
179,9.852194,4400100,10,40,44,9.852194,FALSE
180,10.78311,4400100,16,55,44,10.78311,TRUE
181,9.220291,4400100,0,40,44,9.220291,FALSE
182,9.433484,4400100,13,40,44,9.433484,TRUE
183,9.642123,4400100,11,40,44,9.642123,FALSE
184,10.20359,4400100,14,40,44,10.20359,TRUE
185,9.998797,4400100,14,60,44,9.998797,TRUE
186,7.17012,4400100,10,35,44,7.17012,FALSE
187,11.77529,4400100,16,45,44,11.77529,TRUE
188,8.131531,4400100,16,99,44,8.131531,TRUE
189,10.49127,4400100,14,40,44,10.49127,TRUE
190,9.635608,4400100,12,40,44,9.635608,FALSE
191,10.13856,4400100,12,40,44,10.13856,FALSE
192,9.69892,4400100,13,45,44,9.69892,TRUE
193,7.937375,4400100,9,40,44,7.937375,FALSE
194,10.30895,4400100,13,40,44,10.30895,TRUE
195,9.574984,4400100,5.5,40,44,9.574984,FALSE
196,9.21034,4400100,7.5,40,44,9.21034,FALSE
197,9.305651,4400100,14,30,44,9.305651,TRUE
198,9.169518,4400100,13,30,44,9.169518,TRUE
199,9.998797,4400100,16,45,44,9.998797,TRUE
200,10.08581,4400100,18,45,44,10.08581,TRUE
201,10.30895,4400100,12,40,44,10.30895,FALSE
202,10.30895,4400100,12,50,44,10.30895,FALSE
203,8.556414,4400100,12,49,44,8.556414,FALSE
204,9.615806,4400100,11,40,44,9.615806,FALSE
205,8.556414,4400100,5.5,40,44,8.556414,FALSE
206,7.824046,4400100,16,20,44,7.824046,TRUE
207,9.740969,4400100,5.5,40,44,9.740969,FALSE
208,9.472705,4400100,16,50,44,9.472705,TRUE
209,9.680344,4400100,12,40,44,9.680344,FALSE
210,6.907755,4400100,14,20,44,6.907755,TRUE
211,10.59663,4400100,13,40,44,10.59663,TRUE
212,9.680344,4400100,16,50,44,9.680344,TRUE
213,9.082507,4400100,16,40,44,9.082507,TRUE
214,9.952278,4400100,18,35,44,9.952278,TRUE
215,8.517193,4400100,12,40,44,8.517193,FALSE
216,7.495542,4400100,14,32,44,7.495542,TRUE
217,8.699514,4400100,16,20,44,8.699514,TRUE
218,8.294049,4400100,16,45,44,8.294049,TRUE
219,11.09741,4400100,18,35,44,11.09741,TRUE
220,8.612503,4400100,12,35,44,8.612503,FALSE
221,9.305651,4400100,12,30,44,9.305651,FALSE
222,9.680344,4400100,5.5,40,44,9.680344,FALSE
223,8.517193,4400100,13,40,44,8.517193,TRUE
224,8.987197,4400100,16,40,44,8.987197,TRUE
225,9.546813,4400100,11,40,44,9.546813,FALSE
226,10.4631,4400100,13,40,44,10.4631,TRUE
227,10.08163,4400100,12,40,44,10.08163,FALSE
228,10.12663,4400100,13,60,44,10.12663,TRUE
229,6.824374,4400100,16,9,44,6.824374,TRUE
230,10.4631,4400100,13,40,44,10.4631,TRUE
231,9.957028,4400100,9,46,44,9.957028,FALSE
232,10.04325,4400100,9,40,44,10.04325,FALSE
233,10.59663,4400100,16,40,44,10.59663,TRUE
234,11.35041,4400100,18,50,44,11.35041,TRUE
235,9.169518,4400100,16,40,44,9.169518,TRUE
236,10.54534,4400100,12,50,44,10.54534,FALSE
237,10.34817,4400100,16,40,44,10.34817,TRUE
238,10.16585,4400100,9,60,44,10.16585,FALSE
239,10.78311,4400100,14,50,44,10.78311,TRUE
240,10.4631,4400100,14,40,44,10.4631,TRUE
241,9.680344,4400100,5.5,50,44,9.680344,FALSE
242,8.699514,4400100,7.5,40,44,8.699514,FALSE
243,10.49127,4400100,12,40,44,10.49127,FALSE
244,11.69525,4400100,18,60,44,11.69525,TRUE
245,10.25766,4400100,12,40,44,10.25766,FALSE
246,9.169518,4400100,12,8,44,9.169518,FALSE
247,10.12663,4400100,13,45,44,10.12663,TRUE
248,10.69195,4400100,12,40,44,10.69195,FALSE
249,8.665613,4400100,13,33,44,8.665613,TRUE
250,7.600903,4400100,12,20,44,7.600903,FALSE
251,9.798127,4400100,12,40,44,9.798127,FALSE
252,8.699514,4400100,7.5,40,44,8.699514,FALSE
253,10.30895,4400100,13,40,44,10.30895,TRUE
254,8.160519,4400100,13,10,44,8.160519,TRUE
255,10.12663,4400100,12,35,44,10.12663,FALSE
256,10.08581,4400100,11,60,44,10.08581,FALSE
257,9.798127,4400100,14,40,44,9.798127,TRUE
258,10.12663,4400100,12,40,44,10.12663,FALSE
259,11.22524,4400100,16,40,44,11.22524,TRUE
260,10.2989,4400100,10,40,44,10.2989,FALSE
261,10.1105,4400100,12,40,44,10.1105,FALSE
262,9.998797,4400100,13,45,44,9.998797,TRUE
263,11.21182,4400100,18,40,44,11.21182,TRUE
264,10.83958,4400100,13,40,44,10.83958,TRUE
265,9.971147,4400100,13,38,44,9.971147,TRUE
266,9.87817,4400100,12,40,44,9.87817,FALSE
267,9.392662,4400100,14,40,44,9.392662,TRUE
268,10.4631,4400100,12,60,44,10.4631,FALSE
269,8.961879,4400100,13,25,44,8.961879,TRUE
270,10.43412,4400100,16,40,44,10.43412,TRUE
271,11.03489,4400100,18,45,44,11.03489,TRUE
272,10.66896,4400100,14,40,44,10.66896,TRUE
273,10.54534,4400100,13,45,44,10.54534,TRUE
274,10.83958,4400100,14,55,44,10.83958,TRUE
275,9.998797,4400100,12,40,44,9.998797,FALSE
276,7.600903,4400100,11,30,44,7.600903,FALSE
277,7.549609,4400100,13,12,44,7.549609,TRUE
278,9.998797,4400100,13,40,44,9.998797,TRUE
279,9.680344,4400100,0,40,44,9.680344,FALSE
280,9.059518,4400100,12,40,44,9.059518,FALSE
281,9.392662,4400100,12,20,44,9.392662,FALSE
282,10.30895,4400100,0,40,44,10.30895,FALSE
283,6.55108,4400100,18,18,44,6.55108,TRUE
284,9.615806,4400100,10,42,44,9.615806,FALSE
285,9.798127,4400100,10,40,44,9.798127,FALSE
286,9.69892,4400100,12,40,44,9.69892,FALSE
287,11.0021,4400100,18,45,44,11.0021,TRUE
288,9.21034,4400100,13,40,44,9.21034,TRUE
289,9.546813,4400100,7.5,40,44,9.546813,FALSE
290,9.546813,4400100,10,40,44,9.546813,FALSE
291,9.798127,4400100,13,45,44,9.798127,TRUE
292,9.798127,4400100,12,40,44,9.798127,FALSE
293,9.546813,4400100,0,40,44,9.546813,FALSE
294,10.23996,4400100,12,40,44,10.23996,FALSE
295,9.480368,4400100,16,40,44,9.480368,TRUE
296,10.81978,4400100,16,50,44,10.81978,TRUE
297,9.740969,4400100,12,35,44,9.740969,FALSE
298,10.30895,4400100,13,40,44,10.30895,TRUE
299,9.546813,4400100,12,40,44,9.546813,FALSE
300,9.952278,4400100,12,40,44,9.952278,FALSE
301,8.242756,4400100,12,40,44,8.242756,FALSE
302,8.987197,4400100,16,25,44,8.987197,TRUE
303,10.12663,4400100,13,45,44,10.12663,TRUE
304,10.57132,4400100,16,40,44,10.57132,TRUE
305,8.987197,4400100,7.5,20,44,8.987197,FALSE
306,8.732305,4400100,13,12,44,8.732305,TRUE
307,11.05089,4400100,16,60,44,11.05089,TRUE
308,8.294049,4400100,13,25,44,8.294049,TRUE
309,10.68052,4400100,18,35,44,10.68052,TRUE
310,5.010635,4400100,10,20,44,5.010635,FALSE
311,9.729135,4400100,0,40,44,9.729135,FALSE
312,9.21034,4400100,7.5,40,44,9.21034,FALSE
313,11.60824,4400100,12,30,44,11.60824,FALSE
314,10.04325,4400100,16,40,44,10.04325,TRUE
315,9.059518,4400100,12,20,44,9.059518,FALSE
316,10.2183,4400100,12,40,44,10.2183,FALSE
317,10.12663,4400100,16,40,44,10.12663,TRUE
318,9.680344,4400100,16,40,44,9.680344,TRUE
319,9.392662,4400100,2.5,40,44,9.392662,FALSE
320,10.4631,4400100,18,40,44,10.4631,TRUE
321,8.987197,4400100,16,40,44,8.987197,TRUE
322,9.680344,4400100,10,45,44,9.680344,FALSE
323,10.42525,4400100,9,40,44,10.42525,FALSE
324,10.59663,4400100,18,48,44,10.59663,TRUE
325,8.853665,4400100,16,34,44,8.853665,TRUE
326,10.40426,4400100,13,90,44,10.40426,TRUE
327,9.4572,4400100,11,40,44,9.4572,FALSE
328,7.649693,4400100,12,20,44,7.649693,FALSE
329,9.798127,4400100,2.5,40,44,9.798127,FALSE
330,8.612503,4400100,16,10,44,8.612503,TRUE
331,10.54534,4400100,12,40,44,10.54534,FALSE
332,10.27505,4400100,12,40,44,10.27505,FALSE
333,9.852194,4400100,11,50,44,9.852194,FALSE
334,9.680344,4400100,5.5,40,44,9.680344,FALSE
335,9.546813,4400100,5.5,40,44,9.546813,FALSE
336,9.472705,4400100,2.5,40,44,9.472705,FALSE
337,6.214608,4400100,13,35,44,6.214608,TRUE
338,7.824046,4400100,16,40,44,7.824046,TRUE
339,7.313221,4400100,12,40,44,7.313221,FALSE
340,9.277999,4400100,13,20,44,9.277999,TRUE
341,8.006368,4400100,13,20,44,8.006368,TRUE
342,10.77896,4400100,13,60,44,10.77896,TRUE
343,10.20359,4400100,0,40,44,10.20359,FALSE
344,9.546813,4400100,11,40,44,9.546813,FALSE
345,10.30895,4400100,18,40,44,10.30895,TRUE
346,9.903487,4400100,18,40,44,9.903487,TRUE
347,10.04325,4400100,13,40,44,10.04325,TRUE
348,9.323669,4400100,12,40,44,9.323669,FALSE
349,10.77896,4400100,16,50,44,10.77896,TRUE
350,10.81978,4400100,16,25,44,10.81978,TRUE
351,6.887553,4400100,12,40,44,6.887553,FALSE
352,8.294049,4400100,12,30,44,8.294049,FALSE
353,8.853665,4400100,12,30,44,8.853665,FALSE
354,11.05089,4400100,18,50,44,11.05089,TRUE
355,10.05621,4400100,13,40,44,10.05621,TRUE
356,12.03172,4400100,12,40,44,12.03172,FALSE
357,9.071078,4400100,12,40,44,9.071078,FALSE
358,10.43412,4400100,18,50,44,10.43412,TRUE
359,8.006368,4400100,13,30,44,8.006368,TRUE
360,9.546813,4400100,12,40,44,9.546813,FALSE
361,10.42228,4400100,12,35,44,10.42228,FALSE
362,10.859,4400100,18,60,44,10.859,TRUE
363,10.9682,4400100,16,40,44,10.9682,TRUE
364,9.998797,4400100,0,40,44,9.998797,FALSE
365,10.49957,4400100,12,46,44,10.49957,FALSE
366,10.23996,4400100,12,40,44,10.23996,FALSE
367,9.392662,4400100,12,40,44,9.392662,FALSE
368,8.779557,4400100,18,40,44,8.779557,TRUE
369,7.549609,4400100,13,40,44,7.549609,TRUE
370,9.648595,4400100,10,40,44,9.648595,FALSE
371,10.59663,4400100,18,40,44,10.59663,TRUE
372,10.54534,4400100,13,50,44,10.54534,TRUE
373,9.546813,4400100,9,60,44,9.546813,FALSE
374,6.697034,4400100,10,40,44,6.697034,FALSE
375,10.20359,4400100,13,60,44,10.20359,TRUE
376,9.21034,4400100,9,25,44,9.21034,FALSE
377,8.794825,4400100,13,6,44,8.794825,TRUE
378,8.517193,4400100,16,20,44,8.517193,TRUE
379,10.23996,4400100,12,45,44,10.23996,FALSE
380,10.37349,4400100,16,40,44,10.37349,TRUE
381,11.0021,4400100,18,48,44,11.0021,TRUE
382,10.37349,4400100,13,40,44,10.37349,TRUE
383,10.389,4400100,7.5,50,44,10.389,FALSE
384,10.30895,4400100,16,50,44,10.30895,TRUE
385,7.244227,4400100,16,20,44,7.244227,TRUE
386,8.517193,4400100,16,20,44,8.517193,TRUE
387,8.294049,4400100,16,20,44,8.294049,TRUE
388,9.852194,4400100,2.5,40,44,9.852194,FALSE
389,10.23279,4400100,12,40,44,10.23279,FALSE
390,10.59663,4400100,13,40,44,10.59663,TRUE
391,9.846917,4400100,12,60,44,9.846917,FALSE
392,10.859,4400100,2.5,95,44,10.859,FALSE
393,9.836279,4400100,13,48,44,9.836279,TRUE
394,8.794825,4400100,13,34,44,8.794825,TRUE
395,8.612503,4400100,12,50,44,8.612503,FALSE
396,10.57132,4400100,18,40,44,10.57132,TRUE
397,9.740969,4400100,12,40,44,9.740969,FALSE
398,10.20359,4400100,12,35,44,10.20359,FALSE
399,9.69892,4400100,14,45,44,9.69892,TRUE
400,6.194406,4400100,0,8,44,6.194406,FALSE
401,10.9682,4400100,18,25,44,10.9682,TRUE
402,8.824677,4400100,13,27,44,8.824677,TRUE
403,9.62245,4400100,12,40,44,9.62245,FALSE
404,7.600903,4400100,13,40,44,7.600903,TRUE
405,9.903487,4400100,14,40,44,9.903487,TRUE
406,9.798127,4400100,11,65,44,9.798127,FALSE
407,9.952278,4400100,12,40,44,9.952278,FALSE
408,10.77896,4400100,13,40,44,10.77896,TRUE
409,10.71442,4400100,16,40,44,10.71442,TRUE
410,10.64542,4400100,16,45,44,10.64542,TRUE
411,10.69195,4400100,16,40,44,10.69195,TRUE
412,8.517193,4400100,10,32,44,8.517193,FALSE
413,8.216088,4400100,13,35,44,8.216088,TRUE
414,9.392662,4400100,14,50,44,9.392662,TRUE
415,10.12663,4400100,18,20,44,10.12663,TRUE
416,10.91509,4400100,16,50,44,10.91509,TRUE
417,8.948976,4400100,12,45,44,8.948976,FALSE
418,10.12663,4400100,13,45,44,10.12663,TRUE
419,8.961879,4400100,13,25,44,8.961879,TRUE
420,9.952278,4400100,12,45,44,9.952278,FALSE
421,8.160519,4400100,16,25,44,8.160519,TRUE
422,9.615806,4400100,9,23,44,9.615806,FALSE
423,9.852194,4400100,12,45,44,9.852194,FALSE
424,10.40426,4400100,9,50,44,10.40426,FALSE
425,10.4631,4400100,12,40,44,10.4631,FALSE
426,10.77896,4400100,12,42,44,10.77896,FALSE
427,7.649693,4400100,12,20,44,7.649693,FALSE
428,11.14186,4400100,18,60,44,11.14186,TRUE
429,10.28534,4400100,18,40,44,10.28534,TRUE
430,11.15625,4400100,16,50,44,11.15625,TRUE
431,9.903487,4400100,12,40,44,9.903487,FALSE
432,10.4631,4400100,12,40,44,10.4631,FALSE
433,10.95081,4400100,12,46,44,10.95081,FALSE
434,9.21034,4400100,13,30,44,9.21034,TRUE
435,12.59134,4400100,16,50,44,12.59134,TRUE
436,10.87805,4400100,10,40,44,10.87805,FALSE
437,5.703783,4400100,12,40,44,5.703783,FALSE
438,9.903487,4400100,16,50,44,9.903487,TRUE
439,9.546813,4400100,10,40,44,9.546813,FALSE
440,10.12663,4400100,9,40,44,10.12663,FALSE
441,11.14186,4400100,18,30,44,11.14186,TRUE
442,10.08581,4400100,12,40,44,10.08581,FALSE
443,9.723164,4400100,18,50,44,9.723164,TRUE
444,10.54534,4400100,13,37,44,10.54534,TRUE
445,10.08581,4400100,11,40,44,10.08581,FALSE
446,9.798127,4400100,12,60,44,9.798127,FALSE
447,10.12663,4400100,16,25,44,10.12663,TRUE
448,9.740969,4400100,13,40,44,9.740969,TRUE
449,8.779557,4400100,12,40,44,8.779557,FALSE
450,9.21034,4400100,12,40,44,9.21034,FALSE
451,10.04325,4400100,11,45,44,10.04325,FALSE
452,10.08581,4400100,13,45,44,10.08581,TRUE
453,9.903487,4400100,18,60,44,9.903487,TRUE
454,8.987197,4400100,5.5,40,44,8.987197,FALSE
455,7.600903,4400100,12,25,44,7.600903,FALSE
456,10.12663,4400100,12,40,44,10.12663,FALSE
457,9.862665,4400100,12,50,44,9.862665,FALSE
458,9.50301,4400100,5.5,40,44,9.50301,FALSE
459,9.852194,4400100,10,60,44,9.852194,FALSE
460,9.717158,4400100,12,80,44,9.717158,FALSE
461,7.649693,4400100,11,8,44,7.649693,FALSE
462,10.30895,4400100,18,30,44,10.30895,TRUE
463,8.779557,4400100,7.5,40,44,8.779557,FALSE
464,8.160519,4400100,5.5,40,44,8.160519,FALSE
465,9.21034,4400100,2.5,25,44,9.21034,FALSE
466,9.472705,4400100,11,40,44,9.472705,FALSE
467,9.903487,4400100,12,40,44,9.903487,FALSE
468,10.49127,4400100,18,40,44,10.49127,TRUE
469,10.12663,4400100,16,40,44,10.12663,TRUE
470,10.16585,4400100,12,40,44,10.16585,FALSE
471,11.28978,4400100,18,55,44,11.28978,TRUE
472,11.35041,4400100,7.5,40,44,11.35041,FALSE
473,9.740969,4400100,13,40,44,9.740969,TRUE
474,8.34284,4400100,9,40,44,8.34284,FALSE
475,10.12663,4400100,16,50,44,10.12663,TRUE
476,10.95081,4400100,13,40,44,10.95081,TRUE
477,8.853665,4400100,13,15,44,8.853665,TRUE
478,7.600903,4400100,12,25,44,7.600903,FALSE
479,10.30895,4400100,12,40,44,10.30895,FALSE
480,10.27505,4400100,5.5,43,44,10.27505,FALSE
481,8.794825,4400100,12,25,44,8.794825,FALSE
482,8.070906,4400100,13,30,44,8.070906,TRUE
483,8.987197,4400100,9,40,44,8.987197,FALSE
484,10.30895,4400100,13,50,44,10.30895,TRUE
485,10.30895,4400100,13,45,44,10.30895,TRUE
486,10.59663,4400100,16,65,44,10.59663,TRUE
487,10.4631,4400100,16,50,44,10.4631,TRUE
488,10.60659,4400100,16,40,44,10.60659,TRUE
489,11.33857,4400100,13,40,44,11.33857,TRUE
490,9.798127,4400100,12,40,44,9.798127,FALSE
491,9.903487,4400100,12,40,44,9.903487,FALSE
492,10.71442,4400100,10,48,44,10.71442,FALSE
493,6.327937,4400100,12,30,44,6.327937,FALSE
494,9.392662,4400100,13,40,44,9.392662,TRUE
495,9.942708,4400100,9,40,44,9.942708,FALSE
496,9.798127,4400100,18,50,44,9.798127,TRUE
497,8.987197,4400100,13,35,44,8.987197,TRUE
498,11.69525,4400100,18,50,44,11.69525,TRUE
499,9.680344,4400100,12,40,44,9.680344,FALSE
500,9.615806,4400100,5.5,40,44,9.615806,FALSE
501,8.824677,4400100,12,38,44,8.824677,FALSE
502,9.655026,4400100,12,40,44,9.655026,FALSE
503,10.27505,4400100,12,60,44,10.27505,FALSE
504,11.40757,4400100,18,40,44,11.40757,TRUE
505,9.392662,4400100,14,24,44,9.392662,TRUE
506,8.648221,4400100,13,24,44,8.648221,TRUE
507,11.15625,4400100,12,40,44,11.15625,FALSE
508,10.66896,4400100,14,40,44,10.66896,TRUE
509,9.87817,4400100,13,40,44,9.87817,TRUE
510,9.441452,4400100,5.5,40,44,9.441452,FALSE
511,9.21034,4400100,13,70,44,9.21034,TRUE
512,10.66195,4400100,16,48,44,10.66195,TRUE
513,9.433484,4400100,12,40,44,9.433484,FALSE
514,10.4631,4400100,12,40,44,10.4631,FALSE
